price,year,manufacturer,model,condition,cylinders,fuel,odometer,transmission,drive,type,paint_color
12950,2014.0,bmw,328d xdrive awd tdi,missing,missing,diesel,120462.0,automatic,missing,missing,missing
1750,1999.0,dodge,caravan,fair,6 cylinders,gas,223200.0,automatic,fwd,mini-van,green
25590,2018.0,chrysler,pacifica touring plus,good,6 cylinders,gas,8666.0,other,fwd,van,missing
4299,2002.0,toyota,solara convertible,missing,missing,gas,155834.0,automatic,missing,missing,missing
21998,2019.0,buick,encore preferred,missing,4 cylinders,gas,14939.0,automatic,fwd,SUV,missing
11950,2010.0,nissan,titan,excellent,8 cylinders,gas,145029.0,automatic,rwd,pickup,missing
13990,2015.0,dodge,dart aero sedan 4d,good,missing,other,47621.0,other,fwd,sedan,red
2550,2000.0,ford,e450 bus,fair,8 cylinders,diesel,204000.0,automatic,rwd,bus,white
77,2001.0,ford,f-150 supercab 139 xl,missing,8 cylinders,gas,161434.0,automatic,rwd,missing,missing
27990,2018.0,honda,accord touring sedan 4d,good,missing,other,13576.0,other,missing,sedan,silver
10888,2005.0,acura,tl,excellent,missing,gas,31670.0,automatic,fwd,sedan,missing
53990,2018.0,bmw,7 series 750i sedan 4d,good,8 cylinders,gas,33589.0,other,rwd,sedan,missing
4400,2010.0,volkswagen,jetta,good,missing,gas,130000.0,automatic,missing,missing,missing
21650,2018.0,chrysler,300 limited,like new,6 cylinders,gas,45224.0,automatic,rwd,sedan,grey
0,2015.0,nissan,versa,missing,missing,gas,missing,automatic,fwd,sedan,brown
17590,2015.0,volvo,s60 t5 premier sedan 4d,good,missing,gas,63512.0,automatic,missing,sedan,blue
25998,2019.0,toyota,camry,missing,missing,gas,30001.0,automatic,fwd,sedan,missing
11000,2005.0,bmw,6 convertible,good,8 cylinders,gas,94000.0,automatic,rwd,coupe,silver
19998,2018.0,toyota,c-hr,missing,missing,gas,25450.0,automatic,fwd,missing,silver
19495,2018.0,honda,civic,missing,missing,gas,21532.0,automatic,fwd,sedan,white
18995,2011.0,ford,f-150,missing,missing,gas,151524.0,automatic,4wd,pickup,white
6900,2009.0,missing,Honday Odyssey EX-L,good,6 cylinders,gas,151529.0,automatic,fwd,mini-van,blue
27595,2019.0,nissan,pathfinder,missing,missing,gas,40355.0,automatic,fwd,SUV,silver
26499,2019.0,honda,cr-v,missing,missing,gas,999999.0,automatic,missing,missing,missing
19950,2016.0,mercedes-benz,e350 sport 4matic,missing,missing,gas,74353.0,automatic,missing,missing,missing
32998,2019.0,ram,1500 classic,missing,8 cylinders,gas,60787.0,automatic,4wd,truck,white
19900,2007.0,missing,Freightliner M2,good,missing,diesel,47909.0,automatic,missing,missing,white
23990,2015.0,cadillac,srx luxury collection,good,missing,other,57304.0,other,fwd,SUV,missing
7999,2015.0,chevrolet,sonic lt,like new,4 cylinders,gas,72543.0,automatic,fwd,sedan,black
4900,2004.0,buick,lesabre customsedan,excellent,6 cylinders,gas,98174.0,automatic,missing,other,missing
3999,1998.0,ford,e-350,good,missing,diesel,336000.0,automatic,missing,missing,missing
0,2012.0,cadillac,escalade,excellent,missing,gas,111216.0,automatic,missing,SUV,black
14995,2008.0,toyota,tundra,good,8 cylinders,gas,138314.0,automatic,4wd,truck,black
5000,2004.0,bmw,530i,good,6 cylinders,gas,176855.0,manual,rwd,sedan,white
3300,1994.0,bmw,318ic cabrio,fair,4 cylinders,gas,304000.0,manual,rwd,convertible,black
12700,2018.0,chevrolet,equinox,missing,missing,gas,74890.0,automatic,fwd,SUV,blue
75000,1970.0,dodge,coronet,like new,8 cylinders,gas,83000.0,automatic,missing,missing,missing
19990,2013.0,chevrolet,avalanche ls 4x4,good,8 cylinders,gas,100981.0,automatic,4wd,pickup,silver
15990,2015.0,bmw,i3 hatchback 4d,good,missing,other,32091.0,other,rwd,hatchback,white
14700,2016.0,kia,forte lx sedan 4d,like new,4 cylinders,gas,9533.0,automatic,fwd,sedan,red
46550,2020.0,ford,explorer,missing,6 cylinders,gas,6721.0,automatic,4wd,SUV,grey
48500,1969.0,chevrolet,camaro,excellent,8 cylinders,gas,300.0,automatic,rwd,coupe,grey
5995,2002.0,ford,ranger,missing,missing,gas,175000.0,automatic,missing,missing,missing
4995,2007.0,subaru,impreza,excellent,4 cylinders,gas,172264.0,automatic,4wd,sedan,blue
59995,2018.0,ford,f-250 super duty lariat 4x4,missing,missing,diesel,60479.0,automatic,missing,missing,missing
0,2015.0,audi,q5,missing,4 cylinders,gas,72030.0,automatic,4wd,SUV,missing
8000,2004.0,ford,explorer eddie bauer,like new,8 cylinders,gas,124000.0,automatic,4wd,SUV,red
24590,2020.0,toyota,corolla xse sedan 4d,good,missing,other,10696.0,other,missing,sedan,black
888,2012.0,gmc,terrain,missing,missing,gas,100000.0,manual,missing,missing,missing
35000,2002.0,missing,freightliner fl70,excellent,6 cylinders,diesel,193481.0,automatic,rwd,truck,white
8400,2015.0,toyota,corolla le,good,4 cylinders,gas,101785.0,automatic,fwd,sedan,silver
37990,2017.0,chevrolet,silverado 1500,missing,missing,gas,80342.0,automatic,4wd,pickup,white
5900,2008.0,toyota,corolla,good,4 cylinders,gas,148000.0,automatic,fwd,sedan,silver
7500,1992.0,honda,prelude si,good,4 cylinders,gas,100000.0,manual,fwd,coupe,orange
25990,2014.0,chevrolet,silverado 1500 regular,good,8 cylinders,other,82140.0,automatic,4wd,pickup,black
7999,2012.0,nissan,altima,like new,4 cylinders,gas,70000.0,automatic,fwd,sedan,blue
12488,2012.0,honda,odyssey ex-l,excellent,6 cylinders,gas,126255.0,automatic,fwd,mini-van,silver
20000,2005.0,chevrolet,silverado 2500hd,good,8 cylinders,diesel,221000.0,automatic,4wd,missing,missing
5500,2009.0,nissan,rogue s awd,missing,missing,gas,133000.0,automatic,missing,missing,missing
8500,2015.0,dodge,dart,missing,missing,gas,112000.0,automatic,missing,missing,missing
27990,2016.0,bmw,2 series m235i convertible,good,missing,gas,48666.0,other,rwd,convertible,missing
7998,2010.0,subaru,forester,missing,missing,gas,146146.0,automatic,missing,SUV,silver
19900,2010.0,lexus,gx 460,good,8 cylinders,gas,112685.0,automatic,4wd,SUV,custom
38990,2018.0,ford,f150 supercrew cab xlt,good,6 cylinders,gas,36881.0,automatic,4wd,pickup,red
15995,2015.0,infiniti,q50,missing,6 cylinders,gas,43359.0,automatic,missing,sedan,black
10700,2013.0,ford,escape awd,excellent,4 cylinders,gas,95000.0,automatic,4wd,SUV,black
20995,2016.0,chevrolet,silverado 1500,excellent,missing,gas,150496.0,automatic,4wd,pickup,missing
5400,2008.0,ford,escape,missing,missing,gas,159000.0,automatic,missing,missing,missing
39998,2014.0,ford,f-350,missing,missing,diesel,194764.0,manual,4wd,missing,missing
0,2017.0,chevrolet,equinox lt,missing,missing,gas,105624.0,automatic,4wd,missing,missing
4990,1998.0,ford,expedition xlt,good,8 cylinders,gas,100248.0,automatic,4wd,SUV,white
1400,1995.0,subaru,missing,fair,4 cylinders,gas,0.0,manual,4wd,sedan,white
35590,2019.0,ram,1500 crew cab big horn,good,6 cylinders,gas,68032.0,other,4wd,pickup,missing
0,2008.0,chevrolet,silverado 2500hd,missing,8 cylinders,diesel,100188.0,automatic,4wd,pickup,white
26995,1981.0,chevrolet,camaro z28,missing,missing,gas,75064.0,automatic,missing,missing,missing
24985,2015.0,dodge,charger,missing,missing,gas,92457.0,automatic,missing,other,white
10995,2015.0,chevrolet,volt,good,4 cylinders,gas,72381.0,automatic,fwd,hatchback,grey
9995,1990.0,chrysler,tc by maserati,missing,6 cylinders,gas,33398.0,automatic,fwd,convertible,black
36990,2018.0,bmw,4 series 430i xdrive,good,missing,gas,42913.0,other,missing,convertible,white
12500,1992.0,missing,SUNDANCER 240D,excellent,missing,gas,0.0,automatic,missing,missing,white
5500,2007.0,honda,accord low miles,excellent,4 cylinders,gas,56001.0,automatic,fwd,missing,brown
36900,2015.0,ford,f-150,excellent,6 cylinders,gas,59465.0,automatic,4wd,pickup,red
12999,2012.0,acura,tl,excellent,6 cylinders,gas,120865.0,automatic,fwd,sedan,grey
0,2014.0,chevrolet,impala,missing,missing,gas,missing,automatic,missing,sedan,black
6000,2005.0,jeep,grand cherokee limited 4x4,good,missing,gas,160000.0,automatic,missing,missing,missing
69999,2021.0,chevrolet,lifted silverado 2500,missing,missing,diesel,4583.0,automatic,4wd,truck,black
25000,2014.0,ford,f-250,excellent,8 cylinders,diesel,153000.0,automatic,4wd,pickup,white
7175,2014.0,chevrolet,spark,excellent,4 cylinders,gas,50174.0,other,fwd,hatchback,black
0,2019.0,ford,fiesta,missing,4 cylinders,gas,31933.0,automatic,fwd,hatchback,missing
5000,2011.0,chevrolet,hhr,missing,missing,gas,111831.0,automatic,missing,missing,red
202,2016.0,ford,explorer 4wd v6,good,6 cylinders,other,122611.0,automatic,4wd,SUV,white
15999,2012.0,bmw,x5 xdrive35i,good,6 cylinders,gas,89884.0,automatic,missing,SUV,missing
41637,2018.0,bmw,x5,excellent,6 cylinders,gas,31965.0,automatic,missing,SUV,black
20580,2017.0,buick,enclave,excellent,missing,gas,57122.0,automatic,fwd,SUV,missing
4500,1953.0,chevrolet,3800,good,6 cylinders,gas,45000.0,manual,missing,missing,custom
15000,2010.0,chevrolet,silverado 1500,good,8 cylinders,gas,156000.0,automatic,rwd,truck,custom
27990,2020.0,honda,accord,excellent,4 cylinders,gas,17031.0,automatic,fwd,sedan,black
3200,2002.0,chevrolet,blazer,good,6 cylinders,gas,186.0,automatic,4wd,missing,blue
13900,2015.0,nissan,altima,good,missing,gas,52735.0,automatic,fwd,sedan,black
5990,2008.0,chevrolet,equinox,missing,missing,gas,164165.0,automatic,fwd,SUV,missing
36998,2017.0,chevrolet,silverado,missing,missing,gas,82784.0,automatic,fwd,pickup,white
58900,2020.0,mercedes-benz,gle,missing,missing,gas,2902.0,automatic,missing,missing,white
33300,2017.0,nissan,titan sv 4wd,excellent,8 cylinders,gas,26000.0,automatic,4wd,pickup,black
24590,2018.0,cadillac,ats sedan 4d,good,missing,other,16923.0,manual,rwd,sedan,black
32990,2018.0,jaguar,e-pace p250 s sport,good,missing,other,26685.0,other,missing,other,white
17995,2017.0,buick,encore,excellent,4 cylinders,gas,8682.0,automatic,fwd,SUV,white
43999,2020.0,ford,f150 xlt 4x4 1/2 ton gas,missing,missing,gas,25650.0,automatic,4wd,truck,grey
0,2017.0,ford,explorer,missing,6 cylinders,gas,71982.0,automatic,fwd,SUV,missing
1900,2015.0,bmw,x5,excellent,6 cylinders,gas,95122.0,automatic,rwd,SUV,black
5000,2009.0,pontiac,g6 base sedan,excellent,6 cylinders,gas,153000.0,automatic,fwd,sedan,silver
15995,2011.0,chevrolet,suburban,missing,missing,gas,131943.0,automatic,4wd,SUV,white
21990,2012.0,toyota,4runner sr5 sport utility,good,6 cylinders,gas,101049.0,other,missing,SUV,white
23998,2020.0,toyota,corolla,missing,4 cylinders,gas,7489.0,automatic,fwd,sedan,missing
24995,2017.0,ram,pickup 1500 big horn 4x4,missing,missing,gas,116682.0,automatic,missing,missing,missing
4995,2006.0,ford,five hundred,excellent,6 cylinders,gas,89278.0,automatic,fwd,sedan,grey
32981,2018.0,ford,explorer,missing,missing,gas,25104.0,automatic,fwd,missing,missing
9400,2012.0,mini,cooper countryman,excellent,missing,gas,111619.0,automatic,4wd,wagon,missing
39800,2019.0,ram,1500,excellent,8 cylinders,gas,84702.0,automatic,4wd,pickup,silver
7900,2005.0,jaguar,x-type,like new,6 cylinders,gas,33000.0,automatic,4wd,wagon,black
25500,2012.0,chevrolet,silverado 2500hd,good,8 cylinders,gas,73000.0,automatic,4wd,truck,grey
39500,2018.0,chevrolet,silverado 1500,like new,8 cylinders,gas,26100.0,automatic,rwd,truck,black
44900,2014.0,ram,2500 longhorn mega 4x4,missing,missing,diesel,152034.0,automatic,missing,missing,missing
2999,2008.0,mazda,6,missing,missing,gas,110000.0,automatic,missing,missing,missing
16900,2008.0,ford,f350,excellent,8 cylinders,diesel,147948.0,automatic,rwd,truck,white
10998,2014.0,volkswagen,passat,missing,missing,gas,114985.0,automatic,missing,sedan,silver
15990,2016.0,mitsubishi,outlander sport es,good,missing,gas,34018.0,other,4wd,hatchback,black
69500,2015.0,ford,f650xl,excellent,6 cylinders,diesel,104889.0,automatic,rwd,truck,white
0,2013.0,toyota,4runner 3rd row seat le,missing,6 cylinders,gas,176953.0,automatic,4wd,SUV,missing
12519,2016.0,chevrolet,colorado work truck,excellent,4 cylinders,gas,130412.0,other,missing,truck,missing
1500,1998.0,chevrolet,silverado,excellent,8 cylinders,gas,200234.0,automatic,missing,missing,brown
52990,2014.0,ford,super duty f-550 drw,good,8 cylinders,diesel,15886.0,automatic,4wd,truck,white
2600,2007.0,missing,hyudai elantra gls,good,5 cylinders,gas,91000.0,automatic,fwd,sedan,green
14900,2014.0,hyundai,santa fe,excellent,6 cylinders,gas,154534.0,automatic,4wd,SUV,silver
14988,2015.0,chevrolet,camaro,excellent,6 cylinders,gas,94657.0,manual,rwd,convertible,red
29488,2019.0,gmc,savana cargo van,missing,missing,gas,20855.0,manual,rwd,missing,white
34995,2018.0,jeep,grand cherokee,missing,missing,gas,3137.0,automatic,missing,missing,missing
0,2010.0,chevrolet,express,good,8 cylinders,gas,89358.0,automatic,rwd,bus,white
19990,2016.0,honda,cr-v lx,excellent,4 cylinders,gas,36256.0,automatic,4wd,SUV,missing
5800,2014.0,volkswagen,passat,good,4 cylinders,gas,144500.0,automatic,fwd,sedan,grey
36995,2016.0,ford,f150 platinum,excellent,8 cylinders,gas,88388.0,automatic,4wd,pickup,white
0,2007.0,ford,f150,missing,missing,gas,missing,automatic,missing,other,missing
228,2018.0,kia,soul ev ev auto,missing,missing,electric,18810.0,automatic,fwd,sedan,missing
41590,2018.0,audi,a4 allroad prestige wagon,good,missing,gas,25178.0,other,missing,wagon,missing
5495,2008.0,saturn,outlook,missing,missing,gas,127792.0,automatic,missing,missing,missing
0,2019.0,ford,missing,missing,8 cylinders,other,3477.0,manual,fwd,other,missing
32900,2007.0,chevrolet,c8500,missing,missing,diesel,84000.0,automatic,missing,missing,missing
58670,2016.0,chevrolet,missing,missing,8 cylinders,other,16407.0,automatic,fwd,other,missing
21900,2018.0,ford,escape,missing,4 cylinders,gas,23841.0,automatic,fwd,SUV,silver
85500,2010.0,ferrari,missing,missing,8 cylinders,other,14548.0,automatic,fwd,other,missing
19988,2006.0,toyota,tacoma pre-runner sr5 4x2,good,6 cylinders,gas,115510.0,automatic,rwd,pickup,missing
18990,2017.0,mitsubishi,outlander sport sel,good,missing,other,24194.0,other,missing,hatchback,red
4250,2008.0,ford,focus se,like new,4 cylinders,gas,91600.0,manual,fwd,coupe,green
21990,2011.0,ford,f-550,missing,missing,other,211176.0,automatic,fwd,other,green
888,2012.0,ram,1500 express,missing,missing,gas,100000.0,manual,missing,missing,missing
5500,2004.0,missing,scion xa base 4dr hatchback,good,4 cylinders,gas,79030.0,automatic,fwd,hatchback,white
3900,2003.0,chevrolet,venture,good,8 cylinders,gas,131502.0,automatic,fwd,van,custom
6499,1998.0,dodge,dakota slt 2dr slt,missing,8 cylinders,gas,190012.0,automatic,4wd,pickup,white
18990,2013.0,volkswagen,gti hatchback sedan,good,missing,other,20448.0,other,fwd,sedan,missing
7499,2010.0,ford,e150 xl passenger cargo,missing,8 cylinders,gas,158370.0,automatic,rwd,van,white
29950,2012.0,porsche,cayenne turbo awd,missing,missing,gas,107730.0,automatic,missing,missing,missing
62995,2017.0,ram,3500,missing,missing,diesel,50418.0,automatic,missing,missing,missing
24590,2020.0,nissan,maxima sv sedan 4d,good,6 cylinders,gas,45057.0,other,fwd,sedan,silver
44900,2014.0,ram,2500 longhorn mega 4x4,missing,missing,diesel,152034.0,automatic,missing,missing,missing
19590,2017.0,mitsubishi,outlander se sport,good,missing,other,50473.0,other,4wd,SUV,brown
56995,2019.0,ford,f-350,missing,missing,other,42270.0,automatic,4wd,other,missing
13995,2015.0,toyota,camry le,excellent,4 cylinders,gas,66800.0,automatic,fwd,sedan,white
2800,2008.0,nissan,altima,good,4 cylinders,gas,208528.0,automatic,missing,sedan,grey
236,2015.0,acura,tlx 3.5l v6 w/technology,excellent,6 cylinders,gas,44075.0,automatic,missing,sedan,missing
8000,2012.0,volkswagen,jetta se,good,5 cylinders,gas,67000.0,manual,fwd,sedan,black
20990,2020.0,jeep,renegade sport suv 4d,good,missing,gas,12690.0,other,missing,other,missing
4000,2004.0,mercedes-benz,-benz s430,good,8 cylinders,gas,158409.0,automatic,rwd,sedan,black
3500,2000.0,ford,ranger,good,6 cylinders,gas,202000.0,automatic,4wd,truck,blue
4000,2006.0,missing,SCION XB,missing,missing,gas,165000.0,automatic,missing,missing,missing
12481,2012.0,ford,e-150,missing,missing,gas,123161.0,automatic,fwd,van,white
16999,2018.0,subaru,forester,missing,missing,gas,106209.0,automatic,missing,missing,white
29990,2012.0,toyota,tacoma double cab pickup,good,6 cylinders,gas,43182.0,other,4wd,pickup,white
700,1999.0,missing,1999 Suburau Forrester,fair,missing,gas,178000.0,automatic,fwd,hatchback,green
15500,1992.0,ford,f350 supercab 7.3,excellent,8 cylinders,diesel,265432.0,automatic,rwd,pickup,silver
17675,2008.0,lexus,ls 460,missing,missing,gas,72326.0,automatic,rwd,missing,missing
44590,2019.0,infiniti,q60 red sport 400 coupe,good,6 cylinders,gas,7396.0,other,missing,coupe,blue
14981,2016.0,lincoln,mkc,missing,missing,gas,83576.0,automatic,fwd,SUV,silver
9000,1995.0,ford,thunderbird lx,like new,6 cylinders,gas,28000.0,automatic,rwd,coupe,red
14795,2016.0,ram,1500,missing,missing,gas,127862.0,automatic,missing,missing,missing
1600,1996.0,toyota,4runner,fair,4 cylinders,gas,260000.0,automatic,rwd,SUV,green
36990,2020.0,jeep,grand cherokee limited,good,6 cylinders,gas,10760.0,other,missing,other,missing
14990,2016.0,chevrolet,malibu 4dr sdn lt,missing,4 cylinders,gas,16456.0,automatic,fwd,sedan,missing
16990,2015.0,mini,hardtop 2 door cooper s,good,missing,other,30273.0,other,missing,hatchback,missing
17495,2014.0,acura,mdx,excellent,6 cylinders,gas,missing,automatic,4wd,SUV,white
26590,2020.0,hyundai,sonata sel sedan 4d,good,missing,gas,649.0,other,fwd,sedan,black
23995,2018.0,bmw,530e,missing,missing,gas,40158.0,automatic,missing,sedan,white
17399,2012.0,toyota,tacoma,like new,missing,gas,1000.0,automatic,missing,missing,silver
27990,2020.0,ford,ranger supercab xl pickup,good,missing,gas,10688.0,other,missing,pickup,white
1500,2019.0,nissan,sentra,excellent,missing,gas,39771.0,automatic,fwd,sedan,blue
29991,2012.0,ford,f-250,missing,missing,diesel,128856.0,automatic,4wd,pickup,white
43590,2020.0,audi,a6 45 tfsi premium sedan 4d,good,missing,gas,7652.0,other,missing,sedan,blue
9900,2011.0,bmw,5 series 535i,good,6 cylinders,gas,123789.0,automatic,rwd,sedan,white
399,2019.0,missing,Alpha Romeo,like new,4 cylinders,gas,12500.0,automatic,rwd,coupe,black
29900,2015.0,toyota,highlander xle,missing,6 cylinders,gas,50120.0,automatic,4wd,SUV,missing
32990,2019.0,chevrolet,silverado 1500 ld,good,missing,other,6897.0,other,missing,pickup,black
0,2006.0,toyota,prius 4-door liftback,missing,missing,gas,159619.0,other,fwd,hatchback,missing
8695,2009.0,mercedes-benz,benz c300,excellent,6 cylinders,gas,115025.0,automatic,4wd,sedan,brown
0,1957.0,missing,WANTED! 356 Speedster Replicas,excellent,4 cylinders,gas,1.0,manual,rwd,convertible,custom
3200,2003.0,jeep,grand cherokee laredo,good,6 cylinders,gas,209597.0,automatic,4wd,SUV,black
4300,1993.0,lexus,ls400,good,8 cylinders,gas,202000.0,automatic,missing,missing,missing
2500,2005.0,ford,taurus se,good,6 cylinders,gas,115082.0,automatic,fwd,sedan,brown
4498,2005.0,honda,cr-v,excellent,missing,gas,192000.0,automatic,missing,missing,grey
6995,2011.0,ford,fusion,good,4 cylinders,hybrid,107105.0,automatic,fwd,sedan,white
1000,2015.0,cadillac,ats,good,missing,gas,54006.0,automatic,missing,sedan,blue
21998,2015.0,audi,q5,missing,4 cylinders,gas,85457.0,automatic,4wd,SUV,black
29995,1966.0,missing,AMC Rambler,missing,missing,other,78000.0,other,missing,missing,missing
6350,2013.0,subaru,impreza,excellent,4 cylinders,gas,120769.0,automatic,4wd,sedan,missing
35590,2016.0,lexus,ls 460 sedan 4d,good,8 cylinders,gas,56295.0,other,missing,sedan,missing
31999,2017.0,toyota,4runner limited,missing,6 cylinders,gas,46752.0,automatic,rwd,SUV,custom
1000,2003.0,ford,missing,missing,missing,gas,111.0,automatic,missing,missing,missing
418,2019.0,ford,transit connect wagon xl,missing,missing,other,18840.0,automatic,missing,missing,blue
26990,2017.0,infiniti,qx60 3.5 sport utility,good,6 cylinders,gas,40529.0,automatic,missing,SUV,missing
